"filename", "language", "CMake", "Markdown", "C++", "CUDA C++", "Log", "Shell Script", "JSON", "CMake Cache", "Makefile", "XML", "TypeScript", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/include/frontend/SetupConfig.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/GUIStyleConfig.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/UIConfig.h", "C++", 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -13
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/UIDeconvolutionConfig.h", "C++", 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/UISetupConfig.h", "C++", 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/imguiWidget.h", "C++", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/uipsf/UIConfigPSF.h", "C++", 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, 0, -2, -5, -38
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/uipsf/UIConfigPSFGaussian.h", "C++", 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16
"/home/lennart-k-hler/projects/dolphin/include/frontend/gui/uipsf/UIConfigPSFGibsonLanni.h", "C++", 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -14
"/home/lennart-k-hler/projects/dolphin/include/psf/configs/GibsonLanniPSFConfig.h", "C++", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 7
"/home/lennart-k-hler/projects/dolphin/include/psf/configs/PSFConfig.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"/home/lennart-k-hler/projects/dolphin/include/psf/generators/BesselHelper.h", "C++", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 45
