"filename", "language", "C++", "CMake", "Makefile", "JSON", "XML", "Log", "CMake Cache", "TypeScript", "Markdown", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/build/tests/CMakeFiles/fftw_size_decomposition_test.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/build/tests/CTestTestfile.cmake", "CMake", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/lennart-k-hler/projects/dolphin/build/tests/Makefile", "Makefile", 0, 0, 27, 0, 0, 0, 0, 0, 0, 6, 9, 42
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cufft_vs_fftw_comparison.dir/DependInfo.cmake", "CMake", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cufft_vs_fftw_comparison.dir/cmake_clean.cmake", "CMake", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/cufft_vs_fftw_comparison.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/openmp_test.dir/DependInfo.cmake", "CMake", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/openmp_test.dir/cmake_clean.cmake", "CMake", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CMakeFiles/openmp_test.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/CTestTestfile.cmake", "CMake", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/home/lennart-k-hler/projects/dolphin/build/tests/backends/Makefile", "Makefile", 0, 0, 54, 0, 0, 0, 0, 0, 0, 12, 18, 84
"/home/lennart-k-hler/projects/dolphin/configs/default_config.json", "JSON", 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, -5
"/home/lennart-k-hler/projects/dolphin/include/Config.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 27
"/home/lennart-k-hler/projects/dolphin/include/DeconvolutionService.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/lennart-k-hler/projects/dolphin/include/DeconvolutionStrategyFactory.h", "C++", 3, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 11
