"filename", "language", "Markdown", "C++", "JSON", "Makefile", "XML", "Log", "CMake", "Ini", "CMake Cache", "TypeScript", "CUDA C++", "Shell Script", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/include/Dolphin.h", "C++", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3
"/home/lennart-k-hler/projects/dolphin/include/HelperClasses.h", "C++", 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 125
"/home/lennart-k-hler/projects/dolphin/include/IO/TiffReader.h", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 14, 83
"/home/lennart-k-hler/projects/dolphin/include/IO/TiffWriter.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/home/lennart-k-hler/projects/dolphin/include/Image3D.h", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 25
"/home/lennart-k-hler/projects/dolphin/include/ImageMetaData.h", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/lennart-k-hler/projects/dolphin/include/backend/BackendFactory.h", "C++", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/lennart-k-hler/projects/dolphin/include/backend/ComplexData.h", "C++", 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4, -74
"/home/lennart-k-hler/projects/dolphin/include/backend/IBackend.h", "C++", 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -31
"/home/lennart-k-hler/projects/dolphin/include/backend/IBackendMemoryManager.h", "C++", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 13
"/home/lennart-k-hler/projects/dolphin/include/backend/IDeconvolutionBackend.h", "C++", 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, -1, 0
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/DeconvolutionAlgorithmFactory.h", "C++", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/DeconvolutionConfig.h", "C++", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 107
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/DeconvolutionProcessor.h", "C++", 0, -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -27, -70
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/ImageMap.h", "C++", 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, -2, -5
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/Postprocessor.h", "C++", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 6
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/Preprocessor.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/ComputationalPlan.h", "C++", 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 44, 225
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/DeconvolutionStrategy.h", "C++", 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -6, -31
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/HomogeneousCubesStrategy.h", "C++", 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -8, -45
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/IDeconvolutionExecutor.h", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 17
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/IDeconvolutionStrategy.h", "C++", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 19
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/LabeledDeconvolutionExecutor.h", "C++", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 64
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/LabeledDeconvolutionStrategy.h", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 67
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/LabeledImageDeconvolutionStrategy__old.h", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 33
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/StandardDeconvolutionExecutor.h", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 55
"/home/lennart-k-hler/projects/dolphin/include/deconvolution/deconvolutionStrategies/StandardDeconvolutionStrategy.h", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 60
"/home/lennart-k-hler/projects/dolphin/include/frontend/SetupConfig.h", "C++", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/lennart-k-hler/projects/dolphin/lib/cube/include/operations.h", "C++", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0
"/home/lennart-k-hler/projects/dolphin/lib/cube/src/main.cpp", "C++", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, -1, 0
