"filename", "language", "Ini", "Markdown", "Log", "C++", "JSON", "Makefile", "XML", "CMake", "YAML", "GLSL", "TypeScript", "Shell Script", "Objective-C++", "CUDA C++", "C", "HTML", "Gradle", "CMake Cache", "Python", "pip requirements", "comment", "blank", "total"
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/backendlib.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphin.dir/DependInfo.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphin.dir/cmake_clean.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphin.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/DependInfo.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 73
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/cmake_clean.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 110
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/cmake_clean_target.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/dolphinlib.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/DependInfo.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/cmake_clean.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/cmake_clean_target.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/lennart-k-hler/projects/dolphin/build/CMakeFiles/imgui_lib.dir/compiler_depend.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
